Name,Price,Author,Date,Publisher,Comment,sales
数据产品经理高效学习手册 ,39.6,张威,4/1/2020,人民邮电出版社,60,191675
基于机器学习算法的分类知识发现及其在文本分析中的应用,,,,,,224293
人工智能 ,72.4,史蒂芬·卢奇,10/1/2018,人民邮电出版社,9917,271969
Java机器学习,,,,,,82144
基于机器学习的行为识别技术研究,,,,,,290024
大数据与机器学习：实践方法与行业案例,,,,,,282054
终极算法：机器学习和人工智能如何重塑世界比尔·盖茨年度荐书！近20年人工智能领域轰动性著作！,,,,,,117433
Python深度学习 ,79.8,弗朗索瓦·肖莱,8/1/2018,人民邮电出版社,6284,57704
TensorFlow机器学习实战指南 ,54.5,尼克·麦克卢尔,9/20/2017,机械工业出版社,665,134861
人工智能开发丛书--数据挖掘与机器学习：PMML建模（上） ,81.7,潘风文,2/1/2020,化学工业出版社,15,188434
建筑能耗分析中的数据挖掘与机器学习,35.5,弗雷德里克.马尔古斯,7/31/2018,机械工业出版社,60,129774
联邦学习,70.1,杨强,5/1/2020,电子工业出版社,342,210696
人脸识别与美颜算法实战：基于Python ,78.2,方圆圆,4/10/2020,机械工业出版社,181,172914
MATLAB金融算法分析实战 ,62.4,吴婷,8/1/2017,机械工业出版社,709,139340
Java机器学习,,,,,,180906
Python机器学习经典实例,,,,,,132652
TensorFlow移动端机器学习实战 ,62.2,王众磊,10/1/2019,电子工业出版社,118,79575
Python机器学习与量化投资,,,,,,246308
Python机器学习实践指南,,,,,,229097
自然语言标注——用于机器学习（影印版）,41.2,普斯特若夫斯基,10/1/2013,东南大学出版社,63,160772
TensorFlow机器学习攻略（影印版）,66.3,Nick,11/1/2017,东南大学出版社,51,39398
SAS+R大数据行业应用案例分析 ,67.6,迪普提·古普塔,11/21/2019,清华大学出版社,74,64689
Python机器学习算法： ,,,,,,147820
白话大数据与机器学习,,,,,,12139
Python机器学习 ,,,,,,94773
零起点Python足彩大数据与机器学习实盘分析 ,78.2,何海群,4/1/2017,电子工业出版社,587,73563
R语言机器学习：实用案例分析,,,,,,240365
移动端机器学习实战,,,,,,269906
Python入门三剑客：零基础编程+数据分析+机器学习（套装共3册）,211,刘瑜,8/9/2019,,152,284560
Python高级机器学习,,,,,,84860
Python机器学习算法,,,,,,155943
Spark机器学习(第2版),,,,,,103388
Python机器学习(原书第2版),,,,,,134657
Python机器学习核心算法编程实例,,,,,,282871
MATLAB机器学习,,,,,,50516
图解HTTP ,38.7,上野宣,5/1/2014,人民邮电出版社,12318,274771
Spark机器学习,,,,,,87257
零起点Python机器学习快速入门(电子书),,,,,,19927
Web安全之机器学习入门,,,,,,233995
人工智能导论 ,45.1,李德毅,8/1/2018,中国科学技术出版社,3604,59339
Scala机器学习,,,,,,144198
数据挖掘与机器学习,,,,,,27380
Python程序设计案例教程——从入门到机器学习（微课版） ,39.7,张思民,9/12/2018,清华大学出版社,147,269284
PyTorch机器学习从入门到实战,,,,,,116517
Python编程 ,59.7,埃里克·马瑟斯,7/1/2016,人民邮电出版社,141927,246462
数据挖掘与机器学习——WEKA应用技术与实践,,,,,,162057
Julia机器学习核心编程：人人可用的高性能科学计算,,,,,,74646
Spark机器学习进阶实战,,,,,,92209
Hadoop ,62.4,林大贵,1/1/2017,清华大学出版社,1157,294370
图解深度学习 ,46.6,山下隆义,5/1/2018,人民邮电出版社,2433,38033
为什么：关于因果关系的新科学 ,34.5,朱迪亚·珀尔,7/1/2019,中信出版社,10953,137829
Python大规模机器学习,,,,,,74455
RPA学习指南：使用UiPath构建软件机器人与自动化业务流程,54.5,Alok,4/1/2020,北京航空航天大学出版社,28,40102
统计学习方法 ,66.7,李航,5/5/2019,清华大学出版社,12115,222754
Python大战机器学习：数据科学家的第一个小目标,,,,,,291165
Microsoft ,46.6,Roger,8/1/2017,人民邮电出版社,169,188023
程序员的数学第2版+程序员的数学2 ,149.7,结城浩,4/1/2020,人民邮电出版社,230,238523
学习OpenCV ,117.7,Adrian,7/28/2018,清华大学出版社,3066,135396
Scala和Spark大数据分析 ,109,雷扎尔·卡里姆,6/1/2020,清华大学出版社,0,119741
金融科技：人工智能与机器学习卷,,,,,,261253
【按需印刷】-组合优化的机器学习方法,88,,,科学出版社,0,151765
【按需印刷】-文本作者身份识别--基于机器学习与计算语言学 ,49,祁瑞华,,清华大学出版社,0,50302
实用数据科学和Python机器学习（影印版）,68.2,Frank,5/1/2019,东南大学出版社,5,86508
Python数据科学手册 ,86.1,杰克·万托布拉斯,2/1/2018,人民邮电出版社,2908,300689
程序员的数学 ,46.6,结城浩,4/1/2020,人民邮电出版社,187,248264
Python数据科学与机器学习：从入门到实践,,,,,,75838
深度实践Spark机器学习,,,,,,286843
产品逻辑之美：打造复杂的产品系统 ,62.2,潘一鸣,7/1/2019,电子工业出版社,611,225998
Python大数据与机器学习实战,,,,,,291482
SparkMLlib机器学习实践(第2版),,,,,,276850
精通特征工程 ,46.6,爱丽丝·郑,4/1/2019,人民邮电出版社,616,60914
TensorFlow学习指南：深度学习系统构建详解 ,54.5,汤姆·奥普,6/28/2018,机械工业出版社,882,71947
程序员的数学3 ,62.4,平冈和幸,3/1/2016,人民邮电出版社,1296,40574
深入浅出GAN生成对抗网络 ,68.3,廖茂文,6/1/2020,人民邮电出版社,122,193957
特征工程入门与实践 ,40.7,锡南·厄兹代米尔,6/1/2019,人民邮电出版社,497,137849
程序员的数学2 ,62.4,平冈和幸,8/1/2015,人民邮电出版社,1473,12784
TensorFlow机器学习项目实战,,,,,,264796
TensorFlow机器学习实战指南(原书第2版),,,,,,202619
图解语音识别,46.6,荒木雅弘,4/1/2020,人民邮电出版社,131,55019
贝叶斯方法 ,46.6,Cameron,12/1/2016,人民邮电出版社,3163,130379
信息检索导论 ,78.2,克里斯托夫·曼宁,7/1/2019,人民邮电出版社,185,17003
动手学深度学习 ,57,阿斯顿·张,6/1/2019,人民邮电出版社,4994,85324
统计之美：人工智能时代的科学思维 ,44.3,李舰,3/1/2019,电子工业出版社,7043,55006
高速列车智能自主定位模型与在线学习算法：基于应答器实测数据的机器学习,39,,,北京交通大学出版社,4,35281
ROS机器人编程实战 ,78.2,库马尔·比平,2/1/2020,人民邮电出版社,56,174545
Python基础教程（第3版） ,66.4,芒努斯·利·海特兰德,2/1/2018,人民邮电出版社,20098,127828
Julia数据科学应用 ,54.5,扎卡赖亚斯·弗格里斯,2/1/2018,人民邮电出版社,449,55348
深度学习：Java语言实现 ,38.7,巣笼悠辅,7/27/2017,机械工业出版社,387,186448
scikit-learn机器学习(第2版),,,,,,31004
TensorFlow深度学习 ,38.7,吉安卡洛·扎克尼,3/1/2018,人民邮电出版社,407,264992
深度学习入门与实战 ,54.5,中井,4/1/2019,人民邮电出版社,135,138156
python与大数据，足彩，机器学习系列,,,,,,163634
TensorFlow：实战Google深度学习框架（第2版） ,66.8,郑泽宇,1/1/2018,电子工业出版社,15822,172946
深入理解XGBoost：高效机器学习算法与进阶,,,,,,30668
图解TCPIP：第5版【原版畅销36万册！268张图解轻松入门】 ,47.4,竹下隆史,7/1/2013,人民邮电出版社,8959,160097
学习OpenCV（中文版） ,59.2,布拉德斯基,10/1/2009,清华大学出版社,7330,119304
大话统计学 ,46.6,陈文贤,12/1/2016,清华大学出版社,431,192847
Python高级数据分析：机器学习、深度学习和NLP实例,,,,,,32539
实用Bot开发指南：基于Node.js与Bot框架设计并构建聊天机器人 ,94,西蒙·罗兹加,7/10/2019,机械工业出版社,68,191980
Python核心编程 ,66.4,卫斯理,5/1/2016,人民邮电出版社,23858,237806
零起点Python足彩大数据与机器学习实盘分析,,,,,,2786
Python大数据分析与机器学习商业案例实战,,,,,,114690
大数据智能——互联网时代的机器学习和自然语言处理技术,,,,,,272461
计算机视觉：模型、学习和推理 ,94,西蒙,6/29/2017,机械工业出版社,2006,82718
Python神经网络编程 ,46.3,塔里克·拉希德,4/1/2018,人民邮电出版社,10450,79006
智能物联网项目开发实战 ,54.5,Agus,1/1/2018,清华大学出版社,159,66715
第九区：慈爱的机器 ,38,腾云智库,6/1/2017,华中科技大学出版社,122,13019
MATLAB金融算法分析实战：基于机器学习的股票量化分析,,,,,,45764
R语言与数据分析实战 ,70.3,徐珉久,1/1/2017,人民邮电出版社,264,40170
R语言商业分析实战 ,62.4,Umesh,2/1/2018,清华大学出版社,173,208832
R语言——迈向大数据之路 ,54.5,洪锦魁,6/1/2016,清华大学出版社,165,75709
Apache ,,,,,,130559
TensorFlow移动端机器学习实战,,,,,,61550
SQL从入门到精通（微课视频版） ,55,陈贻品,1/1/2020,水利水电出版社,1569,181090
Python极简讲义：一本书入门数据分析与机器学习,,,,,,289108
深度学习原理与PyTorch实战 ,62.4,集智俱乐部,8/1/2019,人民邮电出版社,257,269429
跟着迪哥学 ,,,,,,149955
Python+Tensorflow机器学习实战,,,,,,198105
工业机器人工程应用虚拟仿真教程：MotoSim ,54.5,付少雄,3/30/2017,机械工业出版社,81,30840
人脸识别与美颜算法实战：基于Python、机器学习与深度学习,,,,,,43181
大英儿童漫画百科31·机器人（助力孩子学习的全科漫画书）【6-14岁】 ,29.2,大英百科全书公司,11/30/2018,湖南少年儿童出版社,73,172826
人工智能程序员面试笔试宝典 ,54.5,猿媛之家,1/1/2020,机械工业出版社,164,138048
数据产品经理高效学习手册——产品设计、技术常识与机器学习,,,,,,199161
NLTK基础教程 ,,,,,,182707
Python金融大数据风控建模实战：基于机器学习,,,,,,138614
计算机科学中的数学：信息与智能时代的必修课 ,115.9,Eric,4/1/2019,电子工业出版社,3537,127327
计算机与人脑 ,35.5,冯·诺伊曼,6/4/2010,北京大学出版社,553,249117
儿童百问百答系列 ,23.7,权燦好,11/1/2019,二十一世纪出版社,1926,57623
机器人传感器及其信息融合技术 ,45.1,郭彤颖,1/1/2017,化学工业出版社,286,272124
自然语言处理入门 ,78.2,何晗,10/1/2019,人民邮电出版社,2274,175840
深度学习经典教程：深度学习+动手学深度学习（套装共2册） ,174.5,Goodfellow,6/1/2019,人民邮电出版社,881,133397
贝叶斯思维 ,38.7,Allen,4/1/2015,人民邮电出版社,4684,156746
PyTorch深度学习 ,36.9,毗湿奴·布拉马尼亚,4/1/2019,人民邮电出版社,1505,12815
精通数据科学 ,66.4,唐亘,6/1/2018,人民邮电出版社,5844,88513
Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别 ,54.5,纳温·库马尔·马纳西,4/10/2019,机械工业出版社,497,1533
Spark快速大数据分析 ,46.6,卡劳,9/1/2015,人民邮电出版社,7016,179745
基于TensorFlow的深度学习 ,40,Bharath,8/1/2019,中国电力出版社,418,176203
Python人工智能项目实战 ,62.4,桑塔努·帕塔纳亚克,11/1/2019,机械工业出版社,109,12800
智能风控：原理 ,70.3,梅子行,1/10/2020,机械工业出版社,562,199669
Keras高级深度学习 ,61.4,罗韦尔·阿蒂恩扎,5/18/2020,机械工业出版社,26,195123
统计分析：从小数据到大数据 ,72.7,丁亚军,1/1/2020,电子工业出版社,957,97678
动手学深度学习 ,133.5,阿斯顿·张,6/1/2019,人民邮电出版社,564,168184
智能车制作——从元器件、机电系统、控制算法到完整的智能车设计 ,62.4,王盼宝,1/1/2018,清华大学出版社,750,205676
大开眼界科普玩具书：探秘机器人世界 ,142.5,克莱夫·吉福德,2/1/2020,上海文化出版社,1634,20551
第四次教育革命：人工智能如何改变教育 ,49.6,安东尼·塞尔登,9/10/2019,机械工业出版社,800,292044
Python深度学习：基于TensorFlow ,62.4,吴茂贵,10/10/2018,机械工业出版社,1184,265168
基于函数逼近的强化学习与动态规划 ,101.9,卢西恩·布索尼,4/1/2019,人民邮电出版社,358,126262
新未来简史：区块链、人工智能、大数据陷阱与数字化生活 ,53.4,王骥,4/1/2018,电子工业出版社,4456,32541
量化交易之路 ,63.9,阿布,8/30/2017,机械工业出版社,2714,89904
Python ,54.5,肖冠宇,9/10/2019,机械工业出版社,584,270608
奇点临近(一部预测人工智能和科技未来的奇书) ,44.9,Kurzweil,10/1/2011,机械工业出版社,28315,187878
机器人学和人工智能中的行为树 ,62.4,米歇尔,5/6/2020,机械工业出版社,48,74702
深度学习:从Python到TensorFlow应用实战 ,55.1,叶虎,4/1/2020,清华大学出版社,23,94645
Python深度学习应用 ,40.7,亚历克斯·盖利,7/1/2020,清华大学出版社,0,281213
赋能执行力：重新定义执行 ,49.8,姜桐,8/1/2019,当代中国出版社,541,23910
从零开始学机械 ,24.6,门田和雄,1/1/2017,化学工业出版社,6095,224988
乐高机器人EV3探索书（全彩） ,70.3,Laurens,6/1/2016,人民邮电出版社,5342,247748
迪士尼英语分级读物 ,94,迪士尼,4/1/2020,人民邮电出版社,77,294753
ROS机器人开发实践 ,68.3,胡春旭,5/30/2018,机械工业出版社,1125,125862
数据挖掘：你必须知道的32个经典案例（第2版） ,46.4,任昱衡,10/1/2018,电子工业出版社,2300,34121
机器阅读理解：算法与实践 ,62.4,朱晨光,4/1/2020,机械工业出版社,267,288025
统计学习理论与方法——R语言版 ,54.5,左飞,6/1/2020,清华大学出版社,11,200301
人工智能基础 ,36.9,张晓明,2/1/2020,人民邮电出版社,143,166642
人工智能简史 ,33.8,尼克,12/1/2017,人民邮电出版社,6572,261484
深度学习之TensorFlow工程化项目实战,125.6,李金洪,5/1/2019,电子工业出版社,912,24891
平台资本主义：触碰新兴技术的化身 ,29.5,尼克·斯尔尼塞克,7/1/2018,广东人民出版社,328,236094
集体智慧编程 ,72.7,Toby,3/1/2015,电子工业出版社,4497,169298
Python元学习 ,40.7,苏达桑·拉维尚迪兰,6/1/2020,人民邮电出版社,0,292629
手把手构建人工智能产品：产品经理的AI实操手册 ,54.3,高飞,4/1/2020,电子工业出版社,115,9179
深度学习基础与实践 ,94,乔希·帕特森,7/1/2019,人民邮电出版社,116,126492
白话强化学习与PyTorch ,91.1,高扬,9/1/2019,电子工业出版社,505,136125
强化学习精要：核心算法与TensorFlow实现 ,73.6,冯超,4/1/2018,电子工业出版社,952,140852
ROS机器人开发：实用案例分析（原书第2版） ,78.2,卡罗尔·费尔柴尔德,4/1/2020,机械工业出版社,40,150730
AI学习路径之线性代数与概率论套装 ,102.1,戴维,4/1/2020,机械工业出版社,21,114861
智能革命：李彦宏谈人工智能时代的社会、经济与文化变革(团购，请致电400-106-6666转6)（团购，请致电400- ,51,李彦宏,4/25/2017,中信出版社,9279,263682
人工智能极简编程入门（基于Python） ,54.5,张光华,5/6/2019,机械工业出版社,596,199327
白话深度学习与TensorFlow ,54.5,高扬,8/1/2017,机械工业出版社,1430,142332
机器人人工智能 ,91.1,Francis,3/1/2020,电子工业出版社,83,282577
自适应学习--人工智能时代的教育革命 ,31.2,李韧,12/14/2018,清华大学出版社,500,222850
【按需印刷】-学习机器翻译 ,98,西里尔·古特,,科学出版社,4,226439
强化学习与最优控制 ,102.8,德梅萃·P,6/1/2020,清华大学出版社,0,287172
图像处理、分析与机器视觉（基于LabVIEW） ,133.5,杨高科,5/12/2018,清华大学出版社,974,26888
CFA一级中文精讲（第3版） ,235.8,何旋,4/10/2020,机械工业出版社,36,145048
